MIN;AVG;MAX
3;55;77
41;67;84
44;66;88
10;59;81
32;63;85
28;62;82
41;68;83
44;69;88
43;70;93
45;71;91
24;67;89
46;67;87
28;64;81
29;67;85
31;66;98
41;68;89
39;66;85
26;67;88
47;67;86
46;67;83
45;68;84
30;64;80
37;71;91
49;70;85
45;72;90
49;71;87
45;69;87
43;68;88
27;69;85
45;66;82
38;66;86
41;66;83
38;65;87
26;57;79
38;61;80
41;64;80
43;67;84
24;66;86
38;68;86
44;66;81
32;64;81
38;65;82
25;66;89
42;65;82
10;48;76
29;59;75
32;65;80
22;35;71
22;53;84
25;66;85
23;62;84
25;59;77
27;57;79
30;67;83
28;66;81
25;55;76
32;64;80
22;61;79
30;62;83
27;58;82
24;58;77
28;63;85
29;64;96
28;64;80
18;34;73
23;55;79
22;58;86
20;42;82
20;42;81
21;57;86
21;43;76
20;34;70
19;43;74
21;58;79
30;65;85
31;63;82
26;60;81
24;51;82
17;58;82
19;55;75
29;58;75
27;65;86
30;67;83
45;72;87
41;70;89
42;70;91
49;72;92
44;71;89
47;69;92
38;66;84
28;67;85
45;65;85
41;68;88
29;67;91
