MIN;AVG;MAX
5;171;200
26;93;200
45;83;119
47;82;119
47;83;125
42;82;120
46;84;128
49;82;134
49;88;136
48;88;130
48;89;137
54;90;128
39;85;129
40;95;148
57;100;145
50;100;144
47;101;148
54;105;147
54;103;143
58;103;142
53;105;152
8;97;138
57;99;135
47;96;137
36;95;136
55;97;132
61;99;131
56;98;145
61;99;142
52;96;133
40;103;142
54;105;155
57;114;158
59;112;155
64;121;155
45;116;162
59;118;163
54;119;172
35;107;158
61;110;183
55;118;162
58;116;167
33;100;166
57;119;166
59;120;168
30;94;133
52;103;154
39;97;135
54;97;133
45;111;163
59;111;156
58;115;161
53;111;152
58;109;169
56;112;156
52;99;151
46;107;156
54;107;150
53;100;137
46;88;144
55;90;131
55;93;120
49;94;122
51;85;116
51;86;118
51;86;118
56;86;120
31;82;113
48;80;122
47;85;121
49;90;132
38;84;123
34;85;136
