MIN;AVG;MAX
4;150;200
16;38;74
17;36;76
18;37;74
14;48;81
19;49;85
26;49;104
7;46;56
20;42;89
17;39;77
18;39;72
20;41;86
25;47;64
26;50;95
3;49;90
11;21;29
19;25;28
19;24;27
18;29;68
14;33;69
10;37;83
10;34;75
11;36;71
7;37;81
12;30;64
15;39;71
11;33;80
12;42;74
11;39;70
15;39;81
12;44;91
14;27;68
14;47;87
14;42;95
18;71;124
16;70;130
17;73;128
13;69;121
13;60;118
15;59;110
15;60;140
14;59;123
12;57;101
14;63;135
14;59;120
12;58;109
15;57;99
14;58;108
12;61;101
14;57;96
15;57;109
15;57;107
14;58;115
14;58;109
11;59;114
16;67;115
16;68;109
17;69;111
13;70;121
14;60;123
9;56;105
14;73;128
14;70;148
16;73;125
19;69;122
16;68;106
16;61;127
11;24;91
14;46;118
9;72;129
15;55;92
16;67;121
6;67;110
7;58;113
12;55;122
16;74;110
14;67;117
15;61;113
12;59;99
14;60;93
14;56;95
12;60;105
11;54;111
12;50;93
10;49;85
13;52;104
9;53;103
13;56;99
13;55;102
13;55;107
13;55;97
13;56;120
12;53;99
11;55;101
13;52;105
12;52;91
14;55;123
11;53;131
13;55;90
14;57;104
13;55;103
12;55;124
14;57;101
13;53;129
13;57;125
14;54;108
14;58;111
11;52;106
12;58;118
13;53;107
13;56;105
11;56;103
13;55;119
12;56;103
14;56;106
13;54;104
13;55;136
12;56;106
12;54;99
13;59;119
13;55;124
12;55;107
13;57;101
13;55;109
13;58;109
11;56;99
12;55;114
13;57;109
14;57;119
12;55;117
13;56;131
13;52;94
12;57;119
13;55;113
13;56;105
12;52;87
11;52;97
13;52;88
11;47;87
9;45;84
12;50;82
10;53;108
11;36;72
11;48;93
11;50;104
10;50;89
12;48;89
13;56;105
13;53;101
13;57;102
12;54;102
11;51;105
13;53;121
12;50;83
12;51;90
12;51;77
13;53;108
13;56;107
13;55;105
13;57;112
14;53;106
13;59;125
12;53;101
13;57;131
12;54;100
13;57;105
13;54;100
13;57;116
12;53;94
13;53;95
13;56;110
14;55;107
11;57;100
14;58;113
14;52;95
12;60;105
14;51;97
13;56;110
10;53;117
13;52;94
12;61;109
14;60;121
13;58;102
17;65;129
