MIN;AVG;MAX
3;153;200
18;134;200
53;78;116
42;82;129
105;195;201
62;192;201
86;185;201
7;188;200
101;193;201
102;194;201
45;188;201
96;192;200
110;195;201
110;192;201
68;194;201
71;192;201
66;191;200
107;194;200
105;193;201
107;194;201
59;191;200
102;193;201
36;188;200
28;192;201
40;194;200
35;187;201
89;193;200
117;193;203
119;194;200
90;193;231
100;194;201
103;192;202
106;193;200
43;190;201
100;194;201
114;195;201
68;186;200
58;187;200
85;190;201
59;190;201
40;187;200
72;187;201
31;185;200
42;184;200
96;192;201
29;184;201
44;183;223
37;188;201
62;183;200
53;180;214
68;187;201
52;184;200
75;191;201
117;195;200
99;191;200
73;190;200
57;181;204
63;189;201
51;192;200
78;193;201
69;194;203
58;190;200
60;189;200
43;192;201
80;194;200
84;190;201
67;193;201
93;193;201
110;194;201
59;192;201
96;191;206
63;194;201
82;191;200
70;190;234
65;193;200
43;187;200
43;183;201
72;186;200
40;185;200
89;184;200
