MIN;AVG;MAX
5;110;167
5;118;173
67;115;161
76;114;164
46;107;151
62;103;156
65;112;150
75;112;163
58;114;157
63;116;143
73;117;161
66;114;151
61;107;145
44;91;129
18;98;146
25;91;153
44;103;173
64;107;164
59;108;178
55;112;175
61;107;155
65;106;166
51;103;154
34;114;151
55;110;159
73;123;171
60;120;173
61;115;159
69;113;163
59;113;159
62;122;166
80;120;180
64;119;173
63;114;161
46;112;173
70;123;162
66;117;153
46;100;135
61;112;157
59;112;149
64;102;132
60;105;136
63;102;129
47;101;142
62;104;140
55;105;139
81;108;147
64;113;147
61;107;151
75;106;145
57;102;138
37;103;147
52;105;146
78;121;159
60;120;157
71;114;169
63;113;143
36;104;139
67;99;144
49;99;142
62;110;149
58;109;150
75;112;155
54;110;151
60;99;147
62;107;150
50;104;146
68;106;144
52;100;133
72;101;136
3;91;127
10;91;200
25;70;123
35;76;133
48;69;90
43;71;94
46;69;95
49;70;86
56;71;94
44;71;97
37;68;89
40;70;96
38;70;90
52;69;87
50;67;85
42;68;84
49;69;87
50;68;82
45;67;83
34;67;84
52;68;88
44;66;86
44;64;86
37;64;89
49;68;92
48;67;87
42;68;92
50;68;93
41;66;86
47;69;84
47;69;91
54;72;89
49;73;91
51;75;94
58;77;100
52;77;101
51;79;115
50;85;116
54;84;118
50;92;129
43;94;136
45;97;147
64;107;144
55;101;143
60;107;144
57;110;153
55;111;148
63;104;136
55;102;143
58;85;119
44;82;107
48;79;100
53;75;101
48;76;106
46;64;90
39;63;85
43;62;81
48;64;84
31;62;86
48;74;96
51;73;100
51;93;122
55;99;134
61;104;140
48;92;127
53;76;105
49;71;88
43;67;90
44;69;98
49;71;94
35;69;103
54;74;96
48;76;104
40;75;150
23;67;91
29;76;114
39;69;99
51;69;97
54;71;90
46;70;87
55;70;85
46;69;85
51;70;92
49;70;91
43;71;91
