MIN;AVG;MAX
18;35;69
19;35;76
19;36;83
16;36;98
15;35;67
20;34;65
19;36;66
20;36;71
19;35;65
19;35;56
19;35;65
19;35;76
19;36;74
19;35;69
19;35;75
17;35;61
18;36;98
17;35;72
20;35;72
20;34;65
19;36;89
19;35;71
18;36;63
19;36;73
19;36;74
19;35;61
19;35;67
19;35;61
22;35;59
17;35;79
19;35;62
18;35;67
19;35;61
19;35;67
18;36;65
19;35;67
19;35;62
21;36;65
19;35;62
19;35;62
20;35;68
18;36;67
20;35;60
19;36;59
18;36;64
20;36;76
18;35;61
19;36;73
20;36;71
21;37;91
19;35;61
20;36;86
17;36;76
19;36;94
19;35;70
20;35;59
19;36;72
20;36;73
16;35;65
20;36;77
17;36;86
18;34;63
15;35;64
19;35;62
18;35;95
19;35;63
20;36;75
18;36;64
19;35;81
19;36;92
19;36;67
18;36;68
18;36;65
18;35;82
16;37;81
27;34;43
16;34;68
19;36;69
17;35;69
19;35;64
18;36;83
18;35;45
20;37;80
18;36;66
19;37;113
19;36;68
20;36;72
20;36;73
20;35;65
18;36;71
17;35;65
19;35;85
17;34;87
24;35;56
17;37;62
19;37;76
19;35;63
16;36;89
17;36;80
18;37;94
19;36;66
19;35;66
19;36;80
19;35;57
19;35;76
19;35;59
18;34;75
19;35;68
19;35;64
20;35;70
19;35;70
19;36;62
20;37;71
20;36;64
20;36;65
21;36;49
19;36;64
19;35;66
18;35;63
19;36;63
17;36;68
18;35;75
18;36;90
19;35;61
20;36;67
19;36;73
8;46;88
23;52;94
20;52;97
