MIN;AVG;MAX
5;153;200
24;109;200
25;53;92
26;57;95
12;55;102
6;56;92
22;58;95
17;48;77
20;56;87
19;56;89
21;61;94
20;60;92
18;59;98
21;59;94
9;55;82
19;57;92
19;36;96
18;25;30
20;28;70
20;32;72
20;26;29
19;53;103
18;58;92
20;54;83
23;46;87
19;58;94
18;30;74
19;25;30
21;26;30
22;51;92
21;26;34
21;52;80
19;58;91
19;62;98
16;62;91
17;62;106
20;64;105
17;63;110
19;61;94
20;61;90
19;60;102
18;57;82
18;59;89
18;61;91
15;59;91
20;61;97
19;60;88
17;57;91
18;61;97
20;57;84
17;61;91
18;57;89
21;56;98
17;58;93
21;55;90
25;33;51
22;57;92
21;49;86
24;41;89
21;59;89
22;57;86
22;56;88
23;54;85
23;42;90
27;45;87
24;36;44
35;77;122
28;51;124
25;34;42
26;47;87
21;43;83
26;58;119
26;51;108
27;56;80
25;55;82
22;52;101
25;42;113
30;73;128
26;67;116
24;52;112
16;46;85
22;51;93
3;56;82
21;58;84
8;57;87
20;58;90
19;54;84
