MIN;AVG;MAX
3;160;200
22;132;200
39;108;143
54;99;140
54;109;159
61;111;154
12;105;149
44;112;164
43;102;168
19;106;157
3;103;158
7;104;156
32;87;151
26;61;86
44;66;88
30;57;78
30;62;87
40;67;93
34;68;108
38;74;106
27;78;116
54;84;110
55;93;126
46;88;129
55;93;135
61;104;141
73;111;140
59;110;145
34;113;155
62;112;160
64;121;167
57;116;162
48;112;163
41;110;156
59;109;161
52;99;152
32;79;115
50;76;95
43;63;87
30;57;72
37;57;69
34;54;73
45;61;76
39;67;91
48;84;121
55;90;122
69;107;148
39;114;168
63;125;164
59;113;156
65;117;162
70;115;163
60;113;161
71;122;175
41;111;166
37;71;93
27;44;60
28;41;55
25;38;51
30;42;54
25;47;65
28;51;69
32;46;56
26;42;58
26;42;57
29;47;64
39;58;77
39;62;87
43;63;85
40;69;89
41;63;86
36;59;83
43;59;74
34;58;77
35;57;71
40;60;76
34;60;78
35;58;87
36;65;85
49;67;84
41;78;117
30;85;122
50;78;112
42;76;102
41;68;87
41;68;85
25;65;84
26;70;99
36;71;99
53;82;111
36;76;106
32;68;94
39;63;84
42;64;89
40;66;89
36;63;81
40;60;77
40;55;71
41;58;75
41;59;77
41;61;78
41;61;80
42;64;89
52;70;92
40;78;107
49;75;109
44;74;104
37;78;114
37;82;112
49;86;131
48;84;121
43;78;115
