MIN;AVG;MAX
22;41;82
18;35;75
13;50;95
13;47;102
13;51;89
12;50;87
12;50;82
13;46;81
13;53;90
13;48;87
12;48;89
15;44;89
13;46;100
13;51;92
13;51;92
17;46;88
21;38;82
20;40;82
22;43;92
20;42;80
19;35;78
14;47;99
17;35;88
20;24;28
15;42;81
13;50;100
14;50;98
13;51;92
19;41;90
13;50;92
13;48;93
17;46;88
13;44;91
22;36;80
17;44;87
22;46;87
18;40;79
13;51;94
15;48;107
13;52;85
12;49;87
12;48;83
14;45;87
11;52;92
14;50;100
13;51;92
14;48;89
16;41;86
18;41;78
18;38;72
11;34;69
17;34;78
14;50;98
14;38;87
14;33;76
14;50;115
14;49;87
13;51;88
13;46;95
14;51;85
12;48;80
10;48;101
12;36;85
13;23;29
10;26;54
12;58;114
6;35;83
9;20;37
22;64;122
15;64;115
10;52;100
15;47;76
12;49;91
11;47;81
15;50;89
16;41;80
21;34;89
13;49;92
13;47;92
12;51;103
13;49;114
14;45;94
14;49;95
14;48;85
11;52;124
13;48;92
13;48;86
15;48;93
12;53;90
14;50;85
12;46;92
13;48;90
14;49;100
10;48;90
14;50;93
13;49;99
12;48;109
14;49;96
14;47;90
12;48;100
14;49;106
14;48;92
15;48;83
11;50;99
14;48;130
14;48;95
14;49;109
14;50;98
13;50;94
13;49;106
13;49;79
13;50;91
11;48;93
21;37;85
14;46;95
15;46;80
18;40;88
13;51;100
14;48;94
12;51;100
13;49;106
12;49;98
14;45;85
14;39;80
23;27;31
22;34;74
14;45;96
13;45;88
15;44;95
14;44;82
14;48;88
15;50;96
15;44;81
17;29;57
17;28;34
17;41;89
14;49;93
14;48;93
14;48;85
16;41;82
22;28;32
22;30;67
20;40;69
15;54;93
16;51;92
21;45;78
12;51;103
15;48;96
20;35;81
17;28;32
20;41;84
12;46;89
12;50;96
15;48;87
15;49;88
18;49;88
12;51;102
17;48;128
16;42;89
14;49;88
15;46;102
15;48;101
15;50;116
15;50;92
15;50;101
11;51;95
14;51;92
12;52;110
13;51;114
15;47;98
16;55;104
14;49;102
14;50;121
14;49;119
21;38;88
13;26;44
18;27;56
16;38;87
15;50;107
16;51;120
15;52;95
15;53;108
13;50;91
15;50;86
14;41;89
15;51;93
15;51;90
14;51;87
14;53;117
15;50;104
15;50;92
16;45;95
17;43;88
19;31;61
11;34;93
15;28;32
15;47;89
14;53;91
14;49;86
13;46;94
18;35;91
17;35;92
15;49;94
15;49;85
25;35;76
13;52;91
12;52;116
16;52;91
15;49;90
15;44;96
18;37;83
15;49;92
15;46;98
14;45;107
16;47;91
16;39;70
14;44;95
18;34;73
17;28;35
23;28;32
18;27;31
16;32;70
16;26;32
24;28;33
18;29;70
21;31;61
23;37;95
15;46;95
14;53;94
13;49;96
15;51;102
15;52;90
14;47;112
16;34;76
15;49;94
15;52;95
14;51;91
16;53;95
14;50;101
15;53;94
15;50;101
20;44;84
18;28;32
16;44;89
14;46;97
21;43;91
16;49;103
15;47;106
16;51;103
14;49;91
17;49;90
12;45;93
16;47;90
14;47;94
16;49;92
14;49;116
16;45;82
15;38;89
17;27;33
17;28;32
23;28;32
18;28;35
16;26;31
22;41;74
13;28;62
23;44;83
16;41;89
20;42;85
22;32;90
18;27;32
23;38;86
16;51;96
13;48;92
15;49;93
13;50;88
15;50;93
15;49;106
15;51;93
14;46;87
16;49;91
12;46;96
17;50;87
12;47;89
15;49;92
13;48;88
15;50;94
15;49;88
19;41;91
23;48;96
16;49;87
13;49;96
18;48;85
17;49;99
18;43;92
17;27;33
19;27;33
17;29;63
24;29;36
18;34;86
19;43;84
23;33;98
18;26;32
19;28;33
20;28;33
23;36;77
18;46;90
20;44;96
16;51;92
15;56;104
15;51;108
13;53;88
15;52;91
17;49;88
16;53;96
16;49;91
13;51;87
17;54;88
16;49;92
11;55;97
15;50;101
13;53;94
15;53;95
14;51;95
13;52;99
15;49;87
14;53;93
14;50;102
15;53;103
14;53;100
14;51;95
13;58;99
20;64;114
18;62;110
15;64;108
14;67;102
18;65;129
18;65;127
18;64;132
15;68;128
17;65;125
18;63;105
22;66;120
18;66;124
17;64;114
21;64;128
17;65;125
18;64;107
17;67;120
20;64;118
16;63;121
17;65;113
17;64;122
22;65;137
17;66;135
19;65;134
16;65;126
17;63;105
18;67;107
19;64;104
16;64;115
18;65;110
19;66;113
17;64;124
15;67;137
19;65;127
16;65;122
15;53;100
15;51;101
15;53;89
15;51;96
15;53;102
13;54;100
15;52;102
15;51;103
15;52;98
13;51;102
14;53;94
15;50;96
14;53;116
16;59;98
19;65;124
17;65;124
17;66;115
18;67;129
20;62;106
22;63;105
17;65;111
18;66;128
16;65;108
19;68;120
18;63;109
21;65;121
20;64;114
21;66;113
8;48;95
15;50;94
15;50;101
15;53;91
16;51;94
15;48;88
15;55;113
14;49;80
13;54;104
15;52;94
14;51;88
16;54;111
14;50;98
14;52;90
15;52;93
16;52;104
12;54;91
14;53;99
15;54;114
15;51;85
15;53;96
14;52;102
14;53;97
14;51;104
13;54;110
16;51;93
15;52;100
15;51;92
15;54;97
14;50;98
16;51;96
15;52;90
13;52;92
14;51;97
15;53;121
15;52;94
13;49;85
13;53;96
14;51;100
14;53;99
16;50;96
15;52;97
15;51;111
14;49;86
16;49;87
15;51;88
15;53;109
15;50;82
14;48;93
16;52;96
16;49;83
16;52;109
14;52;93
15;54;112
14;51;90
11;48;97
15;51;94
15;52;99
14;61;101
18;63;114
