MIN;AVG;MAX
3;146;200
20;130;200
42;80;115
46;83;123
14;83;134
44;84;132
40;83;140
43;99;171
36;108;183
39;106;161
45;89;161
18;101;168
63;120;173
77;118;178
72;118;168
46;118;173
68;125;165
70;118;167
64;125;168
67;127;179
70;124;171
64;113;175
62;120;176
63;115;186
60;115;177
6;102;173
13;93;144
25;94;144
31;90;142
33;99;147
24;90;134
19;79;114
30;86;128
29;88;129
27;84;125
28;87;124
22;87;135
30;88;132
30;87;132
21;85;127
31;79;131
27;73;125
29;77;132
19;78;117
27;82;115
23;82;109
39;86;129
35;86;120
20;89;124
37;87;124
36;88;127
39;84;123
36;85;118
36;88;134
28;81;127
36;84;126
27;82;138
34;83;117
32;82;120
38;84;120
39;81;126
37;81;119
35;83;116
35;80;115
35;73;128
34;83;131
20;81;120
24;78;125
37;85;125
32;83;121
32;88;131
26;69;127
34;79;116
34;82;124
33;83;128
38;82;119
34;86;120
25;81;126
35;83;119
34;80;124
15;75;115
34;80;114
31;81;131
32;81;126
33;80;122
37;79;135
14;72;118
21;74;111
19;71;114
33;80;109
35;80;114
34;81;111
32;80;112
31;81;119
32;82;115
35;81;119
33;80;118
34;82;120
29;76;112
22;71;110
21;70;127
21;72;119
32;83;126
35;81;114
33;84;120
31;81;121
32;82;113
25;80;119
26;78;110
32;80;112
29;81;117
36;82;112
34;81;118
35;82;125
36;82;116
15;75;118
33;75;119
35;77;113
33;76;127
30;77;112
35;83;122
34;83;115
36;81;118
27;76;111
33;77;106
