MIN;AVG;MAX
3;126;200
14;51;92
22;49;87
22;51;89
8;37;53
8;23;65
8;19;51
9;22;57
10;20;47
11;20;45
10;21;63
9;21;52
7;49;98
9;38;87
10;27;62
9;21;52
11;51;100
6;34;81
9;26;69
10;22;62
8;25;69
9;21;62
11;21;63
9;22;70
10;22;53
10;22;76
9;21;53
9;20;53
11;20;29
11;22;69
9;20;50
9;21;52
10;21;49
10;22;62
9;22;56
9;20;28
11;25;66
10;21;63
10;21;63
8;23;56
9;19;60
10;25;87
9;24;57
9;22;62
9;26;62
9;26;62
9;37;85
22;50;87
24;48;73
6;41;94
10;25;69
9;24;67
9;23;72
9;23;84
9;23;71
10;24;70
11;22;34
11;23;70
9;26;60
9;26;68
10;23;45
12;24;70
11;23;53
13;25;81
20;49;94
22;51;88
27;51;93
22;50;85
24;50;82
21;52;108
29;51;93
30;51;82
29;51;90
27;53;85
27;54;99
23;54;89
22;55;99
28;56;89
25;56;79
28;59;88
27;57;89
24;59;94
29;57;87
28;58;99
29;57;87
19;54;99
17;60;104
29;57;100
21;59;96
28;58;92
30;58;84
31;58;97
24;58;87
30;60;98
29;58;79
32;58;107
23;58;105
29;58;89
31;58;87
23;60;109
22;62;95
28;56;103
15;44;67
16;28;67
25;62;108
11;37;78
25;61;104
31;60;93
11;40;88
13;50;107
24;61;98
7;49;86
10;35;78
11;38;80
24;62;87
15;52;88
26;61;117
24;62;109
30;60;99
31;60;99
