MIN;AVG;MAX
5;159;200
18;100;200
26;55;112
27;56;110
29;57;103
27;56;111
29;57;107
29;58;107
31;59;113
31;60;108
32;63;134
28;63;119
32;69;125
37;72;133
36;73;144
37;73;151
36;74;161
37;75;141
42;83;141
42;83;157
42;83;151
46;86;152
46;93;156
53;99;155
53;103;155
52;102;169
53;105;175
50;101;161
52;103;184
52;99;150
48;101;173
50;101;154
46;98;164
51;100;165
43;101;161
50;100;169
50;103;161
49;99;171
41;97;171
44;93;170
44;89;151
41;87;164
4;87;176
35;80;127
37;85;142
26;83;160
43;89;146
42;87;134
38;87;169
42;87;153
42;87;155
23;87;134
43;90;154
45;89;135
43;95;167
47;95;160
49;99;152
47;99;156
52;101;163
49;100;155
47;101;147
50;100;148
47;102;159
42;100;166
46;98;143
50;98;157
46;98;165
44;101;154
47;99;149
35;101;159
48;99;168
46;99;171
36;100;150
42;97;153
46;100;161
38;99;169
47;100;159
48;100;164
45;99;151
47;97;147
45;98;145
48;97;157
47;96;154
44;96;155
46;97;149
48;97;146
43;100;169
44;99;161
45;99;165
48;98;168
47;101;153
46;98;159
45;101;162
46;100;161
43;98;150
49;100;149
43;99;145
49;99;157
46;101;170
