MIN;AVG;MAX
3;53;120
26;53;117
27;52;96
27;52;113
28;52;104
27;53;107
24;52;99
46;53;112
27;52;90
29;53;122
27;51;85
22;54;110
27;50;58
27;53;106
26;52;109
28;52;108
29;52;104
27;52;94
27;52;118
29;52;123
21;59;137
25;54;109
27;55;140
15;58;118
22;57;137
28;51;132
23;57;136
24;57;127
22;52;131
32;53;122
35;67;144
34;65;123
25;67;163
43;67;132
22;58;162
30;82;174
31;98;169
54;98;179
46;98;161
48;98;161
53;97;169
51;97;179
57;97;164
56;98;166
52;98;171
51;98;175
37;100;174
39;95;163
31;78;175
32;100;192
48;101;181
28;75;164
28;71;164
33;106;180
51;112;178
59;112;160
53;112;186
56;115;191
67;111;184
59;112;185
24;114;175
