MIN;AVG;MAX
6;165;200
15;98;200
27;80;116
48;93;129
44;89;128
65;90;122
28;94;131
12;87;120
52;90;126
57;85;125
58;84;121
53;77;105
50;77;107
49;82;126
53;92;134
70;102;146
54;106;151
69;111;154
62;105;143
70;108;142
58;108;146
40;103;146
65;107;152
43;101;140
64;106;150
61;103;136
61;105;144
57;102;139
71;107;145
51;94;148
71;105;142
48;98;142
59;90;129
60;89;124
61;92;132
52;92;123
59;93;135
61;90;123
55;82;116
45;74;103
52;75;108
52;75;109
50;78;113
57;85;116
5;87;127
63;107;157
45;105;153
81;115;159
53;107;163
4;111;157
40;120;158
22;95;145
55;105;159
64;114;153
58;113;152
22;115;156
29;114;165
42;120;161
52;119;158
21;108;164
25;114;166
52;116;159
40;98;145
35;92;134
63;107;138
62;100;140
16;109;160
44;114;154
63;119;154
67;114;156
51;115;150
64;118;153
7;116;156
41;115;157
66;117;154
63;119;157
65;118;159
56;119;154
70;123;163
82;117;156
53;115;161
32;116;163
29;112;156
6;115;153
74;116;160
24;116;150
50;113;154
52;109;151
59;113;154
46;107;152
59;112;159
18;112;154
32;109;157
37;110;155
29;112;156
36;115;161
56;96;153
67;111;151
48;107;146
63;108;158
65;117;154
19;116;161
44;116;157
3;113;153
58;116;153
53;122;157
76;124;156
49;124;164
51;124;162
80;127;165
59;122;169
66;120;163
54;120;159
54;112;151
78;121;162
68;121;157
29;111;158
19;120;159
74;121;163
33;109;151
30;115;157
66;117;145
58;124;158
65;122;161
79;121;159
66;123;158
60;120;161
70;121;161
60;118;161
