MIN;AVG;MAX
3;134;200
18;109;200
25;51;88
31;55;100
28;53;89
22;55;94
27;53;86
21;99;200
62;192;200
86;193;201
170;197;201
80;193;201
107;193;201
109;193;201
99;191;201
6;192;201
33;187;201
36;186;201
49;186;201
48;180;201
15;180;201
29;86;159
36;130;200
50;182;201
49;186;201
42;185;201
41;187;201
41;186;200
11;181;201
41;182;201
31;90;200
20;65;125
22;60;90
26;59;98
22;61;102
20;86;200
48;184;200
42;186;200
45;187;201
38;186;201
46;189;201
41;185;201
43;188;200
40;185;201
23;173;200
31;81;134
30;89;132
34;93;139
27;84;138
26;59;113
25;61;101
28;58;100
27;59;115
7;56;91
18;60;90
18;61;92
11;61;111
16;62;106
20;60;95
19;64;104
16;65;97
19;62;97
19;65;115
19;62;94
18;63;99
20;63;95
16;64;100
17;63;97
13;64;104
20;59;105
20;62;101
21;60;95
17;63;95
11;59;95
21;61;98
16;65;98
17;62;93
15;66;115
17;62;115
19;63;100
18;55;92
18;60;118
16;54;83
15;56;91
13;62;98
8;55;97
9;48;104
15;52;78
17;58;92
20;63;99
19;59;106
19;62;98
17;62;95
19;60;97
16;61;104
18;61;96
17;62;103
19;60;93
18;60;93
18;61;94
19;61;97
19;60;92
18;61;91
19;61;95
16;59;94
18;63;110
19;60;95
15;60;87
16;57;90
16;54;91
18;60;86
19;63;97
19;60;97
16;62;107
20;60;96
16;63;104
17;60;90
19;61;95
19;61;108
17;61;98
18;61;98
16;63;116
19;60;100
20;63;102
18;60;95
20;61;98
25;58;94
12;60;88
23;60;90
20;59;91
21;58;89
20;58;91
21;58;86
21;58;89
23;57;83
22;57;97
20;59;89
21;60;94
22;61;98
20;56;89
20;60;92
20;58;88
22;59;97
21;59;94
14;59;97
12;58;85
29;53;87
29;56;89
29;58;94
16;58;104
20;64;91
20;61;98
16;63;98
15;63;93
18;63;107
20;61;100
22;63;106
18;63;103
21;62;103
18;67;100
21;62;104
18;65;96
20;66;95
17;65;103
19;67;107
19;64;97
19;61;93
17;64;98
20;62;104
22;58;93
20;66;99
14;63;107
21;65;101
20;62;97
21;65;99
17;62;99
23;59;104
9;64;100
14;66;96
20;61;94
13;46;71
16;55;79
22;60;86
20;59;85
28;64;119
22;62;98
24;61;98
21;51;92
20;64;94
19;62;95
19;57;96
18;49;79
16;39;73
17;51;85
14;57;92
21;64;106
22;66;106
20;65;102
23;64;100
21;65;100
21;63;98
21;64;103
19;64;108
24;59;89
22;63;103
22;64;107
22;63;105
21;63;93
15;60;92
19;49;73
19;45;77
22;58;90
20;61;89
22;64;98
21;64;97
22;64;100
22;64;115
21;63;105
19;57;82
25;62;105
21;64;103
23;63;102
21;62;85
21;62;104
22;63;95
21;61;101
24;60;87
22;55;84
24;61;92
21;65;109
19;64;91
22;65;94
22;62;97
20;64;91
21;61;101
20;64;99
23;62;94
21;61;107
21;64;103
16;61;90
31;55;87
27;63;100
26;61;108
10;62;98
22;63;99
26;61;97
27;60;101
25;59;89
20;62;117
31;60;106
25;62;98
24;61;103
24;61;94
22;62;110
24;60;98
24;62;108
19;62;102
24;61;89
26;60;92
23;63;100
21;59;97
21;63;97
22;54;101
18;28;33
23;47;96
21;58;92
31;60;92
30;59;100
26;61;97
17;47;94
12;28;83
18;51;99
23;68;140
20;63;114
24;46;98
20;64;107
32;60;100
31;64;105
20;60;102
31;60;95
23;61;106
3;49;97
3;92;145
3;51;89
22;64;105
24;62;99
3;61;96
31;59;95
21;60;107
23;62;103
30;60;91
24;59;89
31;61;94
24;57;93
25;60;103
