MIN;AVG;MAX
16;81;129
36;92;157
43;79;118
48;83;117
44;82;129
32;77;118
46;82;117
58;86;113
52;90;134
65;95;141
67;97;128
54;99;140
60;100;132
54;102;146
69;104;151
55;101;146
63;103;138
73;111;147
49;102;144
62;96;132
68;94;128
62;92;129
52;92;127
66;92;123
59;88;125
40;87;120
43;91;127
57;85;122
47;87;125
59;92;122
46;87;110
67;92;130
58;91;123
62;94;125
47;93;132
35;96;128
59;94;132
57;102;139
50;105;148
62;101;146
62;101;148
53;85;141
54;88;135
26;91;126
9;89;122
36;91;120
36;98;135
43;101;143
53;96;138
61;95;129
53;81;120
38;83;119
47;86;127
44;79;113
49;79;108
46;73;104
48;77;108
52;80;109
56;80;113
54;86;108
37;85;111
51;86;121
53;88;119
59;92;127
36;91;130
52;103;129
60;103;153
53;100;147
50;101;155
50;98;143
50;102;147
61;100;155
55;107;162
56;97;131
55;94;129
65;96;130
54;85;118
46;74;108
48;78;101
45;80;109
51;79;108
54;79;99
45;78;108
51;79;118
48;80;106
53;78;109
38;76;98
49;77;106
3;72;104
50;79;99
50;80;110
42;80;110
52;83;112
55;86;116
58;83;120
47;82;111
48;81;108
51;82;109
59;86;125
54;89;138
59;95;126
58;89;127
3;77;130
50;80;115
44;93;145
66;102;148
61;100;147
54;84;132
45;88;134
52;82;124
37;83;119
57;93;139
48;98;147
61;101;150
53;98;141
37;103;133
54;95;139
63;102;134
31;102;157
30;108;159
58;105;158
59;110;152
50;108;151
58;111;151
68;114;158
62;108;158
58;113;164
71;113;162
63;113;161
48;113;154
56;116;167
63;113;164
25;109;151
31;104;159
30;109;161
32;108;171
58;110;156
